OrderID,Region,Product,SalesRep,Units,UnitPrice,TotalSales,Discount(%),Profit,OrderDate
2348,South,Laptop,Emma,33,649,21417,5,8075.782790379089,2024-10-18
2349,North,Monitor,Hamza,38,1890,71820,5,19831.82325106053,2022-03-15
2350,North,Monitor,Sara,3,109,327,5,58.49978144565648,2023-03-30
2351,North,Smartphone,Hamza,5,611,3055,0,1079.1207487263366,2023-02-03
2352,South,Printer,David,16,1989,31824,20,6818.916542639051,2023-09-21
2353,West,Smartphone,David,38,1252,47576,20,8610.376920423527,2023-11-24
2354,North,Keyboard,Sophia,44,839,36916,15,4575.125327770115,2022-10-08
2355,West,Mouse,Emma,29,1676,48604,5,11621.7326264465,2020-06-18
2356,West,Smartphone,David,17,422,7174,10,1996.7279616648293,2022-10-26
2357,South,Monitor,Sara,43,530,22790,15,6852.525660312141,2024-03-06
2358,East,Laptop,Hamza,15,1802,27030,20,7058.05196857736,2024-02-03
2359,South,Mouse,Emma,36,393,14148,10,1753.3619724177,2021-04-24
2360,North,Mouse,Sara,2,1539,3078,5,528.8426550434694,2024-06-26
2361,West,Smartphone,John,44,486,21384,0,3346.8596497237118,2022-09-03
2362,North,Monitor,John,35,892,31220,10,7257.378473301926,2020-03-21
2363,East,Laptop,Hamza,12,819,9828,0,1834.059797200792,2021-06-30
2364,North,Tablet,Sophia,35,376,13160,0,2377.6336920691565,2020-01-06
2365,North,Keyboard,Emma,14,865,12110,5,3886.2611812858004,2020-12-22
2366,East,Laptop,John,21,1705,35805,15,7097.779847252844,2023-04-05
2367,South,Keyboard,Emma,30,400,12000,5,4011.7103452942906,2020-06-30
2368,North,Mouse,Hamza,38,582,22116,10,4509.176135533319,2020-09-09
2369,East,Laptop,Emma,41,881,36121,10,8799.486030966198,2024-07-04
2370,North,Laptop,Sophia,32,374,11968,0,1936.2632817098552,2021-02-15
2371,South,Mouse,Sophia,21,1580,33180,20,3077.239124331021,2022-06-09
2372,South,Monitor,John,13,1470,19110,20,3844.4643158919894,2022-10-29
2373,West,Keyboard,Hamza,31,115,3565,20,965.0608404961921,2022-06-15
2374,South,Keyboard,Sara,4,1416,5664,10,1805.768192354202,2021-09-18
2375,East,Keyboard,David,1,1582,1582,20,351.7678832311153,2024-05-21
2376,West,Laptop,Emma,4,476,1904,20,179.02042149568805,2021-12-01
2377,North,Printer,Emma,36,196,7056,5,1662.7321870572036,2022-01-06
2378,North,Smartphone,Ali,34,1275,43350,10,6466.03870782501,2021-05-05
2379,East,Mouse,Hamza,29,1154,33466,20,5434.717184820589,2022-12-29
2380,West,Keyboard,John,25,419,10475,20,3345.507760706241,2024-04-18
2381,North,Keyboard,Hamza,1,154,154,20,49.05669568015379,2022-03-26
2382,South,Smartphone,John,44,395,17380,0,6684.253928673038,2020-03-22
2383,East,Tablet,Sara,8,747,5976,0,894.4387484592431,2024-04-25
2384,North,Tablet,Hamza,10,1151,11510,0,4126.356738631632,2020-09-18
2385,North,Tablet,Ali,17,1306,22202,20,2090.9357727403813,2021-09-13
2386,South,Printer,Ali,44,689,30316,20,6289.972176898523,2023-08-24
2387,East,Laptop,Hamza,37,1407,52059,0,5482.257399085182,2022-08-17
2388,South,Monitor,John,9,1079,9711,5,3463.827877164025,2021-03-24
2389,North,Tablet,Hamza,47,1647,77409,15,16974.094300042914,2023-12-26
2390,East,Tablet,John,17,1142,19414,0,5516.693600318269,2023-02-04
2391,East,Keyboard,Emma,41,106,4346,10,1009.3302660340307,2023-06-18
2392,South,Laptop,Emma,36,610,21960,5,6029.442802251532,2024-08-20
2393,West,Mouse,Hamza,2,1920,3840,15,701.7561452719142,2023-06-07
2394,South,Smartphone,John,42,1957,82194,15,25685.45663114182,2024-12-14
2395,West,Keyboard,Hamza,37,314,11618,10,3394.322712844993,2023-11-24
2396,East,Monitor,Emma,47,1039,48833,20,5337.628988631422,2021-12-05
2397,East,Laptop,Sara,23,1807,41561,0,12165.709233858903,2020-08-30
2398,West,Tablet,Emma,13,203,2639,5,259.6457239479377,2020-07-06
2399,West,Keyboard,John,21,635,13335,15,3797.3343548218672,2021-05-22
2400,North,Tablet,Ali,6,231,1386,20,294.39358785723545,2023-08-17
2401,West,Monitor,Sara,33,1279,42207,10,9174.185851561493,2023-10-23
2402,North,Monitor,Hamza,2,1153,2306,20,364.21514472715205,2023-06-04
2403,East,Mouse,Sara,50,1011,50550,5,12349.827630009846,2022-02-04
2404,West,Printer,Ali,26,179,4654,5,1127.7786063828223,2024-05-30
2405,North,Smartphone,Sara,45,1649,74205,20,11155.811248048165,2022-08-11
2406,East,Keyboard,Ali,19,1677,31863,5,7002.72031507285,2020-03-15
2407,West,Tablet,Sophia,41,934,38294,15,10958.78694420348,2020-02-07
2408,North,Keyboard,Sara,22,395,8690,5,2140.5361201981186,2022-11-30
2409,North,Laptop,David,11,1414,15554,5,5696.27725495911,2023-05-19
2410,West,Tablet,Sara,3,1523,4569,0,1471.490312140912,2022-09-15
2411,East,Mouse,John,24,1153,27672,0,10629.11179700168,2023-07-03
2412,North,Laptop,Hamza,4,1637,6548,15,1501.9305134231377,2020-08-08
2413,South,Printer,John,44,1988,87472,20,10844.203004155024,2022-05-01
2414,South,Monitor,Ali,37,657,24309,15,6157.886221406384,2024-05-03
2415,South,Printer,John,17,1328,22576,5,7196.720368724005,2022-03-05
2416,South,Monitor,John,10,543,5430,10,1059.0498177926459,2022-08-21
2417,East,Laptop,John,17,299,5083,15,801.2179970492651,2022-01-10
2418,South,Tablet,Ali,32,1584,50688,0,14789.139645017343,2024-10-21
2419,South,Laptop,Hamza,21,601,12621,20,2973.0667696300316,2021-02-05
2420,South,Tablet,David,9,1018,9162,5,3358.9255341054054,2020-10-17
2421,East,Printer,Emma,31,1281,39711,10,5033.681693839039,2024-09-03
2422,East,Tablet,David,16,1335,21360,15,5365.111853501284,2024-08-30
2423,North,Tablet,John,42,104,4368,15,1115.3980425575576,2020-02-07
2424,North,Monitor,Sara,46,689,31694,15,6867.46742567774,2023-02-25
2425,East,Laptop,Sophia,2,1784,3568,20,687.2378713226202,2021-03-17
2426,West,Keyboard,Emma,6,1741,10446,10,1492.0790273869843,2023-10-05
2427,West,Tablet,David,2,1594,3188,0,1225.2257143739473,2020-12-30
2428,West,Monitor,Hamza,11,613,6743,5,1416.5001904205524,2020-11-26
2429,North,Laptop,John,15,1015,15225,15,1933.4245225457123,2023-04-02
2430,West,Laptop,Hamza,10,465,4650,5,965.4739200905722,2023-12-10
2431,East,Tablet,John,31,595,18445,10,3792.2298705494827,2021-03-06
2432,North,Monitor,David,27,1855,50085,20,9915.590579562773,2020-09-15
2433,East,Tablet,Ali,32,191,6112,15,1697.63286426177,2024-05-09
2434,South,Monitor,John,44,290,12760,15,1697.4729321458067,2023-06-01
2435,North,Laptop,John,15,1124,16860,5,4398.4515675896655,2023-06-26
2436,East,Monitor,David,21,542,11382,0,1208.8533154027255,2024-05-02
2437,East,Mouse,Ali,45,1520,68400,0,23861.76555896337,2023-04-18
2438,West,Laptop,Hamza,33,1965,64845,0,20621.379659641338,2020-04-14
2439,South,Mouse,Hamza,16,1065,17040,15,5269.967775946891,2020-10-21
2440,West,Laptop,Ali,47,1978,92966,20,15154.090148210664,2022-04-19
2441,West,Printer,Emma,20,451,9020,0,2147.2677705743245,2022-05-16
2442,North,Keyboard,Hamza,25,1368,34200,0,9978.721892130588,2024-01-26
2443,East,Monitor,David,16,448,7168,5,2109.253085730055,2022-01-13
2444,North,Mouse,Emma,15,1144,17160,5,3807.324494791044,2020-06-03
2445,North,Printer,Sara,2,249,498,20,76.76124752894674,2021-08-01
2446,West,Mouse,Ali,11,1874,20614,20,3390.703908670249,2021-11-12
2447,North,Smartphone,Sophia,4,1245,4980,10,757.5987469425121,2022-12-19
2448,South,Laptop,Sara,1,1393,1393,10,384.7356085094422,2022-05-04
2449,North,Mouse,John,6,1764,10584,15,1988.952668526189,2022-04-13
2450,North,Monitor,David,17,414,7038,5,1131.4905709279244,2022-07-17
2451,West,Laptop,Ali,27,615,16605,20,1438.8304558619468,2024-08-15
2452,South,Smartphone,Ali,32,1852,59264,0,19569.52207017797,2021-04-06
2453,North,Keyboard,David,25,1646,41150,0,16145.821246959247,2020-02-25
2454,West,Keyboard,Emma,23,269,6187,10,610.9270166849494,2024-04-06
2455,East,Tablet,Emma,31,1986,61566,5,15549.618277761369,2023-11-16
2456,North,Tablet,Sophia,7,463,3241,15,890.8967042147541,2020-11-26
2457,West,Tablet,Sara,39,713,27807,5,8339.930692563292,2021-08-07
2458,South,Monitor,John,18,1061,19098,20,2632.8922334651384,2021-11-06
2459,East,Keyboard,John,16,1468,23488,0,9114.329228794937,2024-01-19
2460,East,Laptop,Hamza,42,1783,74886,10,10845.40787060767,2022-10-20
2461,North,Printer,Sophia,34,1953,66402,20,20597.983749006864,2022-08-27
2462,East,Monitor,John,27,344,9288,15,1692.6369917658083,2021-08-06
2463,North,Mouse,Ali,15,746,11190,20,3551.6566507042617,2023-02-17
2464,South,Laptop,Hamza,17,1370,23290,15,6828.225445958799,2021-06-02
2465,West,Mouse,John,26,622,16172,5,4275.922724153966,2023-12-12
2466,West,Keyboard,Ali,13,385,5005,20,832.3094736283592,2024-05-08
2467,North,Smartphone,Ali,9,1752,15768,5,2545.3551257354766,2024-04-21
2468,North,Printer,John,32,1934,61888,15,14471.824505448263,2021-10-09
2469,West,Keyboard,Hamza,23,914,21022,20,4432.499193605724,2023-06-12
2470,West,Tablet,Sara,40,1174,46960,5,11150.319815914077,2023-10-23
2471,North,Laptop,Emma,26,1636,42536,5,4548.581483804927,2024-02-15
2472,West,Laptop,David,33,1022,33726,20,8506.840022645663,2021-03-01
2473,South,Tablet,John,24,603,14472,20,1363.5936994450726,2024-11-11
2474,South,Laptop,Emma,3,1029,3087,10,711.0596411553246,2024-10-06
2475,South,Keyboard,Sophia,42,772,32424,0,12741.363910177472,2024-10-11
2476,South,Mouse,David,43,253,10879,20,2300.345235200151,2021-10-23
2477,East,Monitor,Sophia,26,658,17108,15,1603.0211208368646,2020-02-14
2478,East,Printer,David,17,494,8398,5,1228.593854178966,2020-11-24
2479,South,Keyboard,David,24,1646,39504,20,3584.639017789922,2023-06-09
2480,West,Smartphone,Sophia,29,1250,36250,10,12409.345044000262,2021-11-04
2481,East,Keyboard,Ali,20,748,14960,0,4530.220417248605,2024-09-28
2482,West,Mouse,Ali,48,206,9888,20,1948.0040281275928,2024-05-16
2483,West,Tablet,Emma,10,947,9470,0,2082.0090496388943,2021-12-09
2484,South,Laptop,Sara,29,1129,32741,5,7991.657287827009,2023-12-25
2485,North,Smartphone,Ali,48,1922,92256,10,30951.583730551647,2023-05-12
2486,South,Mouse,Emma,12,1277,15324,20,2999.194793975556,2024-07-22
2487,East,Tablet,Ali,19,631,11989,20,3251.8582990619443,2022-03-07
2488,South,Tablet,David,40,695,27800,20,5070.473496893227,2021-07-03
2489,South,Keyboard,Hamza,13,327,4251,5,1376.48735717591,2021-06-06
2490,West,Tablet,Emma,29,344,9976,20,2253.7249634613663,2020-09-07
2491,South,Mouse,Sara,8,1731,13848,20,2309.7579403243235,2021-10-09
2492,North,Tablet,David,48,1011,48528,10,8404.508200740862,2024-04-27
2493,East,Printer,Hamza,50,1001,50050,10,15044.354265029135,2020-08-30
2494,East,Keyboard,John,46,1526,70196,15,18580.972926425515,2023-06-14
2495,South,Tablet,Emma,46,1796,82616,10,17041.21152333949,2024-02-01
2496,North,Tablet,Sophia,48,373,17904,0,4927.95008165517,2024-05-08
2497,South,Mouse,Sara,18,1684,30312,0,8574.515329656435,2022-04-09
2498,South,Smartphone,Emma,7,369,2583,20,215.8078047631071,2022-05-20
2499,North,Mouse,Sara,36,1137,40932,15,5139.57339828367,2021-10-14
2500,North,Tablet,John,16,1177,18832,0,6627.861570966462,2023-08-09
2501,West,Keyboard,Ali,28,1205,33740,20,10153.464234139554,2022-12-18
2502,South,Smartphone,Hamza,37,477,17649,5,2673.2270919592947,2021-04-23
2503,South,Printer,John,4,1070,4280,5,527.609737444212,2020-05-22
2504,West,Keyboard,John,2,1575,3150,15,674.7568899089715,2022-03-15
2505,South,Tablet,Hamza,2,770,1540,10,383.54984337875413,2023-10-27
2506,West,Smartphone,John,34,579,19686,20,4616.487667439477,2021-12-13
2507,East,Monitor,Sophia,32,968,30976,20,9882.936418780972,2021-06-15
2508,East,Smartphone,Sara,16,679,10864,20,1059.00293254849,2024-09-15
2509,South,Laptop,David,28,166,4648,5,1495.0286002288183,2022-12-12
2510,West,Laptop,John,24,1505,36120,20,8327.81138978047,2021-01-12
2511,West,Mouse,Hamza,40,935,37400,15,3609.503177756241,2021-03-16
2512,North,Mouse,Ali,30,1787,53610,0,6652.397753380184,2022-11-15
2513,East,Mouse,John,8,1461,11688,5,3593.168373344015,2021-07-14
2514,South,Printer,Hamza,29,805,23345,0,5288.439359265937,2023-06-12
2515,North,Tablet,Sophia,34,927,31518,5,3412.5642028641864,2020-12-13
2516,East,Tablet,Emma,18,1052,18936,10,3236.0486096702584,2022-07-31
2517,South,Printer,John,42,1023,42966,5,9703.034511933043,2022-06-22
2518,South,Tablet,John,35,1559,54565,15,15987.759279752252,2020-11-28
2519,South,Keyboard,John,31,1842,57102,0,6576.9280351686475,2020-02-20
2520,South,Monitor,Emma,47,1568,73696,5,18765.62309557284,2020-02-13
2521,West,Laptop,Ali,39,679,26481,15,5188.439090848682,2024-12-12
2522,West,Laptop,John,24,142,3408,15,681.3390969709384,2024-10-18
2523,North,Tablet,Ali,35,644,22540,0,5522.310995390929,2021-08-14
2524,West,Laptop,Hamza,44,113,4972,20,1098.8190056319786,2021-02-25
2525,West,Printer,Emma,28,367,10276,10,2782.470630329349,2020-09-28
2526,South,Mouse,Emma,13,322,4186,0,1492.684736016861,2021-02-26
2527,West,Tablet,Sara,39,670,26130,10,9264.338012941602,2021-08-13
2528,North,Mouse,Hamza,8,109,872,10,215.84862207138238,2021-03-28
2529,East,Keyboard,David,36,1698,61128,15,20190.18298051663,2022-09-08
2530,East,Printer,Sophia,3,1298,3894,0,981.8350730868385,2023-05-03
2531,West,Printer,Sara,2,1375,2750,15,603.2431225971864,2023-02-08
2532,West,Tablet,David,37,1035,38295,5,8090.324157721548,2024-05-10
2533,South,Smartphone,Sara,32,793,25376,15,5858.786251184695,2023-10-26
2534,West,Keyboard,Ali,20,1666,33320,15,9053.853446137322,2024-08-05
2535,South,Tablet,Sara,14,1754,24556,10,5772.564673292431,2022-12-28
2536,West,Printer,Emma,45,488,21960,15,1882.87648511665,2024-09-26
2537,South,Tablet,Sophia,32,674,21568,5,5818.897799153905,2024-08-02
2538,West,Mouse,John,46,1789,82294,20,23586.747916311444,2021-02-03
2539,East,Smartphone,John,26,864,22464,20,5591.919638303479,2024-08-31
2540,East,Mouse,Ali,25,337,8425,15,1731.0974951060869,2021-06-08
2541,South,Smartphone,John,27,1718,46386,15,8161.986580332095,2024-02-01
2542,South,Mouse,Sara,33,1419,46827,10,16705.03391441007,2024-02-02
2543,East,Smartphone,Ali,36,1629,58644,20,10406.604815772433,2024-02-21
2544,South,Smartphone,Ali,11,1115,12265,15,1273.3395424022717,2023-03-25
2545,North,Keyboard,Hamza,15,1085,16275,5,1894.9221309650725,2020-03-18
2546,East,Smartphone,John,17,1097,18649,15,3451.313713382614,2024-03-14
2547,North,Mouse,Ali,44,1886,82984,5,12354.788376555643,2023-01-12
2548,East,Tablet,John,7,1448,10136,10,1749.9342821666958,2022-02-22
2549,East,Monitor,Sophia,13,238,3094,10,919.7271995342076,2022-07-11
2550,South,Keyboard,David,19,507,9633,5,967.6422533793667,2024-08-11
2551,West,Printer,Sophia,26,401,10426,20,2979.3725167799435,2024-11-12
2552,East,Printer,Sara,33,1355,44715,0,5882.506078102966,2023-07-04
2553,North,Printer,Hamza,48,634,30432,5,7109.444885983173,2023-11-01
2554,North,Monitor,Ali,30,1492,44760,5,16646.33664536944,2021-09-26
2555,South,Keyboard,Hamza,30,1209,36270,20,6854.920329387,2022-05-05
2556,East,Mouse,Ali,6,497,2982,5,1120.2388738361578,2021-06-25
2557,West,Laptop,John,50,801,40050,5,5349.2529885499935,2021-12-30
2558,East,Tablet,Hamza,18,1888,33984,10,4593.380101432924,2021-05-30
2559,East,Laptop,Sophia,14,1129,15806,20,4673.794959188763,2023-09-14
2560,North,Keyboard,Hamza,30,1633,48990,10,16000.044702420828,2023-05-14
2561,South,Laptop,Sophia,21,1855,38955,0,12375.692317475841,2022-11-14
2562,West,Monitor,Hamza,5,888,4440,10,477.8354592725529,2020-05-23
2563,South,Tablet,Hamza,46,972,44712,20,4167.227397015367,2021-12-11
2564,North,Printer,Ali,2,1293,2586,20,814.4207246363513,2024-12-01
2565,East,Monitor,Ali,17,1069,18173,5,6275.702503840098,2024-07-25
2566,West,Laptop,Ali,23,723,16629,20,2651.1946340592654,2021-02-15
2567,North,Smartphone,Emma,50,538,26900,10,9307.380261823579,2021-03-14
2568,North,Mouse,Ali,21,1006,21126,20,5450.230878698617,2024-12-17
2569,South,Tablet,Sara,34,1671,56814,0,16824.986716181418,2020-09-09
2570,North,Keyboard,David,14,1191,16674,0,6142.348288011364,2022-09-14
2571,North,Mouse,Hamza,32,1197,38304,5,8368.303364357302,2020-02-15
2572,West,Mouse,Hamza,19,1850,35150,15,5481.3887325106325,2024-03-03
2573,West,Keyboard,Hamza,9,1535,13815,20,2386.9676031804916,2021-10-25
2574,West,Mouse,John,19,616,11704,15,1372.6313964319315,2021-07-29
2575,East,Mouse,Hamza,49,1848,90552,0,10806.557425812258,2020-04-20
2576,West,Tablet,John,30,401,12030,20,2427.1355719688436,2024-03-31
2577,East,Monitor,Sara,1,748,748,10,236.81382337388186,2024-12-27
2578,South,Monitor,Sara,6,586,3516,0,454.5270327971039,2020-09-30
2579,East,Laptop,Hamza,11,1843,20273,10,5455.247184734144,2023-02-20
2580,North,Tablet,Hamza,13,937,12181,10,3896.0727020474365,2022-10-05
2581,South,Laptop,John,41,1670,68470,20,13827.734520509453,2023-04-11
2582,South,Monitor,Hamza,3,1785,5355,20,1117.2887704805757,2024-10-23
2583,East,Printer,Sara,41,1382,56662,10,11550.928999102005,2023-03-03
2584,West,Keyboard,Ali,23,1277,29371,20,4003.6436839949165,2022-06-29
2585,East,Mouse,Hamza,46,1814,83444,15,16164.01670033774,2024-08-19
2586,West,Monitor,Ali,21,1830,38430,20,8994.198402636477,2020-05-23
2587,West,Smartphone,Sophia,48,1819,87312,0,24521.149199514784,2020-04-01
2588,South,Tablet,Emma,19,246,4674,5,1628.5575550364392,2020-07-31
2589,North,Laptop,Hamza,9,254,2286,10,267.9667359889408,2024-11-02
2590,East,Printer,Emma,6,1298,7788,0,1788.1859517513794,2024-04-24
2591,East,Laptop,Sara,1,177,177,10,54.652037479531906,2024-06-20
2592,South,Smartphone,David,2,925,1850,20,332.6220736822153,2024-12-27
2593,West,Mouse,Sara,19,519,9861,15,2463.106865293121,2021-05-31
2594,North,Keyboard,John,47,1552,72944,15,14399.888704527575,2022-06-16
2595,South,Printer,John,3,1150,3450,15,1010.7926328742145,2021-08-04
2596,West,Laptop,Sara,14,986,13804,0,2524.661216049324,2021-04-08
2597,North,Mouse,Hamza,35,564,19740,5,5971.6334934692195,2020-10-19
2598,North,Tablet,Sophia,20,1661,33220,20,3162.1518836572122,2024-08-12
2599,West,Printer,Emma,48,1087,52176,0,11597.265901944877,2021-08-04
2600,East,Monitor,Sophia,14,1424,19936,15,5806.577951607912,2021-11-19
2601,North,Laptop,John,27,381,10287,20,1339.9495921000268,2023-09-08
2602,West,Keyboard,Sophia,16,1980,31680,15,5822.865023863412,2024-02-25
2603,South,Printer,David,2,1850,3700,5,1219.6102236597485,2020-10-22
2604,West,Mouse,Sara,12,1052,12624,15,3039.7098833653363,2022-11-06
2605,North,Mouse,John,39,1316,51324,20,9060.812144578476,2020-08-09
2606,East,Laptop,David,18,1829,32922,15,4634.008191501276,2022-01-22
2607,West,Tablet,Sophia,28,585,16380,10,2328.2366415066663,2020-02-04
2608,West,Tablet,Sara,30,1407,42210,15,4349.041119560552,2020-02-11
2609,South,Laptop,Sara,3,227,681,5,141.9401677598223,2022-12-05
2610,East,Mouse,Sara,29,1709,49561,15,15130.939046673615,2023-05-13
2611,West,Smartphone,Emma,24,967,23208,10,3581.3211978640675,2022-05-26
2612,South,Printer,Emma,6,968,5808,0,933.4348672236268,2020-02-04
2613,North,Mouse,Hamza,45,1898,85410,10,8046.337473182943,2021-04-06
2614,South,Mouse,David,11,913,10043,5,1809.1902148950276,2020-09-01
2615,East,Printer,Sophia,14,1077,15078,0,5865.715968517303,2021-03-20
2616,South,Keyboard,Sophia,41,1471,60311,20,17436.529809322008,2020-07-28
2617,South,Printer,John,10,964,9640,5,1418.103918432867,2022-08-23
2618,East,Printer,Hamza,7,843,5901,10,1530.5530942353023,2022-01-31
2619,West,Printer,David,42,1264,53088,0,18685.209559564668,2021-11-27
2620,West,Printer,Ali,50,240,12000,20,2792.911418877128,2024-05-28
2621,South,Laptop,David,2,1021,2042,15,316.78531629745936,2020-03-19
2622,South,Tablet,David,27,1546,41742,0,14920.839911218882,2020-07-02
2623,South,Laptop,David,29,601,17429,0,6326.152221858535,2022-03-26
2624,South,Printer,Emma,24,455,10920,20,2295.125069141104,2023-10-10
2625,West,Monitor,Sophia,18,435,7830,10,2598.0995996872916,2024-07-23
2626,East,Monitor,David,5,564,2820,10,687.3528658863244,2023-09-14
2627,South,Monitor,David,28,1879,52612,15,14309.989987147033,2024-04-17
2628,North,Tablet,Sara,7,1912,13384,10,3158.19669059161,2021-09-19
2629,West,Laptop,Sara,25,1859,46475,5,9965.04860281293,2023-10-12
2630,East,Laptop,John,33,1656,54648,10,8509.022032459567,2020-11-04
2631,East,Mouse,Ali,6,1085,6510,15,1128.4958603675504,2020-10-10
2632,South,Laptop,Hamza,1,1677,1677,20,345.25300986067015,2023-01-01
2633,South,Laptop,Ali,43,335,14405,10,4144.97021551861,2024-05-04
2634,South,Tablet,Ali,6,911,5466,15,1302.125401889591,2023-10-22
2635,North,Laptop,Hamza,49,125,6125,5,2094.046572421226,2022-05-31
2636,South,Tablet,Emma,47,1382,64954,15,5554.8947686031925,2020-06-17
2637,South,Mouse,Emma,50,378,18900,10,2431.2134778411296,2022-08-04
2638,South,Printer,Sophia,35,1655,57925,15,13503.277588857038,2024-11-19
2639,West,Tablet,Sophia,5,1075,5375,10,1136.2700763365071,2024-11-25
2640,East,Smartphone,David,43,628,27004,0,4873.630738748542,2023-06-24
2641,East,Keyboard,Sophia,32,224,7168,20,1586.4760808384124,2022-10-25
2642,North,Smartphone,John,1,197,197,20,39.326824255600286,2023-02-07
2643,West,Laptop,John,9,1397,12573,20,2332.4191521250546,2023-03-22
2644,South,Monitor,John,39,1505,58695,10,14955.562357130959,2021-09-19
2645,South,Mouse,Sara,1,701,701,5,184.72669980645352,2024-11-25
2646,West,Laptop,John,37,731,27047,15,7335.368583992383,2020-02-03
2647,East,Monitor,Ali,42,547,22974,0,8833.51994979216,2022-04-03
2648,South,Mouse,John,15,832,12480,10,3272.5687025570273,2023-04-30
2649,West,Keyboard,Sara,5,514,2570,15,218.68972958623976,2024-01-29
2650,East,Keyboard,Sophia,24,1899,45576,10,8239.161888166991,2020-12-28
2651,North,Smartphone,Hamza,24,1800,43200,5,16276.493649016344,2021-06-25
2652,North,Mouse,Ali,2,1981,3962,0,1321.892345774947,2024-01-07
2653,West,Laptop,Hamza,26,1604,41704,20,4572.345356497855,2023-10-09
2654,South,Monitor,Sara,18,1048,18864,15,3488.0663366092394,2022-07-30
2655,South,Monitor,Ali,45,337,15165,10,3204.079385483709,2022-09-02
2656,East,Keyboard,David,47,698,32806,5,7125.5537192111115,2024-04-13
2657,North,Tablet,Sara,23,1381,31763,15,5833.669825180014,2023-12-21
2658,South,Mouse,Hamza,22,343,7546,20,1403.9436030552129,2021-03-12
2659,South,Monitor,Sophia,6,217,1302,20,384.62448986868037,2024-05-05
2660,South,Printer,David,26,1849,48074,5,8428.851081732357,2022-10-06
2661,North,Smartphone,Ali,40,1030,41200,15,11804.239354350084,2022-08-18
2662,North,Keyboard,Sophia,36,1421,51156,5,17402.57130824672,2023-09-22
2663,East,Tablet,Emma,45,1278,57510,15,5228.941074366389,2023-07-06
2664,South,Monitor,David,40,277,11080,15,3640.211808474001,2021-07-20
2665,West,Laptop,Sophia,26,1776,46176,10,14721.47290466948,2024-10-02
2666,North,Tablet,David,6,1910,11460,15,1028.1257844558459,2024-10-04
2667,South,Printer,John,34,622,21148,15,6996.14333481698,2022-06-01
2668,South,Tablet,Sophia,20,1866,37320,5,8365.675234047512,2024-08-12
2669,West,Laptop,David,47,1911,89817,20,18643.080010654456,2020-12-10
2670,East,Printer,Hamza,11,613,6743,5,1739.7804213186048,2024-12-05
2671,South,Laptop,Sara,34,340,11560,15,1980.4884072970408,2023-10-05
2672,South,Laptop,David,33,157,5181,0,1637.7483498277338,2023-01-12
2673,South,Tablet,Ali,22,1154,25388,0,4236.737791129362,2022-08-13
2674,North,Mouse,Ali,48,1254,60192,20,12914.455769187365,2024-03-21
2675,South,Laptop,Sophia,13,266,3458,10,498.9209980525955,2020-03-26
2676,North,Mouse,David,30,745,22350,10,4380.454556704049,2024-01-08
2677,South,Keyboard,John,41,1006,41246,20,7108.1390866735255,2020-11-22
2678,South,Printer,Emma,40,197,7880,15,677.4851410949833,2020-07-27
2679,North,Laptop,Ali,5,147,735,15,204.4978203878451,2024-09-03
2680,East,Laptop,Ali,36,1655,59580,20,15221.542233009886,2023-04-07
2681,West,Tablet,Sophia,24,1748,41952,10,6261.551051783051,2024-08-14
2682,West,Monitor,Ali,40,446,17840,10,4887.538762385729,2023-06-01
2683,South,Tablet,Sara,11,523,5753,0,1104.7957754165425,2021-06-20
2684,North,Mouse,Sophia,45,1987,89415,10,17016.076520961575,2021-03-13
2685,East,Keyboard,John,29,241,6989,5,1125.7595707203848,2022-03-04
2686,South,Tablet,Hamza,46,1897,87262,10,8345.958291086075,2023-05-16
2687,West,Monitor,Sophia,8,126,1008,0,115.88618999062979,2020-11-03
2688,South,Printer,John,18,938,16884,20,1833.9664238589703,2024-05-04
2689,South,Monitor,Sara,41,571,23411,15,4353.300454906885,2020-08-25
2690,North,Mouse,John,50,1391,69550,10,14039.283548811865,2022-07-19
2691,West,Tablet,Emma,5,909,4545,0,1631.9943841963232,2022-03-30
2692,West,Mouse,Sophia,40,1840,73600,10,19536.42774227553,2023-05-27
2693,South,Keyboard,Ali,50,1291,64550,5,14422.30802865228,2021-08-13
2694,West,Keyboard,Sara,21,785,16485,10,4548.287482021724,2024-07-15
2695,South,Smartphone,Emma,39,110,4290,10,722.2754408070002,2021-09-04
2696,East,Monitor,Ali,34,222,7548,20,1756.87527045858,2020-05-16
2697,North,Smartphone,Emma,24,803,19272,5,2830.5248528379875,2020-04-13
2698,West,Keyboard,Emma,13,1315,17095,20,3329.3547088061127,2022-07-11
2699,South,Printer,Emma,5,122,610,10,158.85231233727515,2020-07-06
2700,East,Tablet,Hamza,5,1069,5345,20,730.3382237378596,2020-02-25
2701,South,Printer,John,35,1885,65975,5,19572.55984759236,2020-12-05
2702,East,Tablet,Emma,36,1083,38988,0,6359.420365251926,2023-07-13
2703,East,Tablet,David,24,1046,25104,5,3141.8923892302614,2021-06-21
2704,West,Monitor,Sophia,36,1660,59760,20,13505.288935476663,2023-09-05
2705,East,Printer,David,2,1652,3304,5,437.4348703065489,2021-09-18
2706,North,Smartphone,Ali,32,229,7328,0,2241.9911779008476,2023-09-14
2707,East,Monitor,Ali,12,892,10704,5,4058.79284782283,2022-01-27
2708,East,Monitor,John,49,1433,70217,15,18178.342704999042,2022-10-29
